article,efo,count,dbName,dbId
PMC4344607,"acids",1,,EFO_0004416
PMC4344607,"survival",1,,EFO_0000714
PMC4344607,"stems",1,,EFO_0001040
PMC4344607,"transgenic",1,,EFO_0004020
PMC4344607,"exposure",1,,EFO_0000487
PMC4344607,"data file",1,,EFO_0004095
PMC4346696,"disease",14,,EFO_0000408
PMC4346696,"dietary",11,,EFO_0002755
PMC4346696,"weight",7,,EFO_0004338
PMC4346696,"seeds",6,,EFO_0000991
PMC4346696,"body weight gains",5,,EFO_0004566
PMC4346696,"mortality",4,,EFO_0004352
PMC4346696,"pathogens",4,,EFO_0000643
PMC4346696,"strains",3,,EFO_0005135
PMC4346696,"European",3,,EFO_0003156
PMC4346696,"doses",3,,EFO_0000428
PMC4346696,"mg/kg",3,,EFO_0002902
PMC4346696,"acids",2,,EFO_0004416
PMC4346696,"American",2,,EFO_0003151
PMC4346696,"Asian",2,,EFO_0003152
PMC4346696,"developmental stages",2,,EFO_0000399
PMC4346696,"temperatures",2,,EFO_0001702
PMC4346696,"Fruits",2,,EFO_0001028
PMC4346696,"survival",2,,EFO_0000714
PMC4346696,"African",1,,EFO_0004561
PMC4346696,"cold",1,,EFO_0000341
PMC4346696,"array",1,,EFO_0002698
PMC4346696,"exposure",1,,EFO_0000487
PMC4346696,"muscles",1,,EFO_0001949
PMC4346696,"bark",1,,EFO_0001041
PMC4346696,"g/kg",1,,EFO_0002897
PMC4346696,"neonatal",1,,EFO_0001372
PMC4346696,"hand",1,,EFO_0000877
PMC4346696,"proximal",1,,EFO_0001661
PMC4346696,"leaf",1,,EFO_0000993
PMC4346696,"virgin",1,,EFO_0002951
PMC4353025,"hands",6,,EFO_0000877
PMC4353025,"temperatures",2,,EFO_0001702
PMC4353025,"procedure",2,,EFO_0002571
PMC4353025,"pump",1,,EFO_0000836
PMC4353025,"roots",1,,EFO_0000989
PMC4353025,"barks",1,,EFO_0001041
PMC4353025,"African",1,,EFO_0004561
PMC4353025,"distal",1,,EFO_0001655
PMC4353025,"substrate",1,,EFO_0005061
PMC4353025,"acid",1,,EFO_0004416
PMC4353025,"interleukin",1,,EFO_0004100
PMC4355985,"temperature",9,,EFO_0001702
PMC4355985,"procedure",6,,EFO_0002571
PMC4355985,"measurements",5,,EFO_0001444
PMC4355985,"labeling",4,,EFO_0000562
PMC4355985,"heights",3,,EFO_0004339
PMC4355985,"cold",2,,EFO_0000341
PMC4355985,"axis",2,,EFO_0001040
PMC4355985,"root",2,,EFO_0000989
PMC4355985,"metabolites",1,,EFO_0004727
PMC4355985,"atmosphere",1,,EFO_0000273
PMC4355985,"skin",1,,EFO_0000962
PMC4355985,"differentiated",1,,EFO_0002954
PMC4355985,"strain",1,,EFO_0005135
PMC4355985,"random",1,,EFO_0004189
PMC4355985,"seed",1,,EFO_0000991
PMC4355985,"data file",1,,EFO_0004095
PMC4356138,"fruit",51,,EFO_0001028
PMC4356138,"acid",27,,EFO_0004416
PMC4356138,"precursors",13,,EFO_0001651
PMC4356138,"metabolites",7,,EFO_0004727
PMC4356138,"cultivars",5,,EFO_0005136
PMC4356138,"labeling",4,,EFO_0000562
PMC4356138,"alpha",4,,EFO_0001270
PMC4356138,"developmental stages",3,,EFO_0000399
PMC4356138,"pools",3,,EFO_0000663
PMC4356138,"transgenic",3,,EFO_0004020
PMC4356138,"measurements",3,,EFO_0001444
PMC4356138,"Genomes",2,,EFO_0004420
PMC4356138,"software",2,,EFO_0002029
PMC4356138,"cold",2,,EFO_0000341
PMC4356138,"backbone",1,,EFO_0001369
PMC4356138,"substrate",1,,EFO_0005061
PMC4356138,"Toledo",1,,EFO_0002383
PMC4356138,"pump",1,,EFO_0000836
PMC4356138,"array",1,,EFO_0002698
PMC4356138,"procedure",1,,EFO_0002571
PMC4356138,"Fast",1,,EFO_0002756
PMC4356138,"axis",1,,EFO_0001040
PMC4359887,"male",4,,EFO_0001266
PMC4359887,"dose",3,,EFO_0000428
PMC4359887,"temperature",3,,EFO_0001702
PMC4359887,"disease",2,,EFO_0000408
PMC4359887,"leaf",2,,EFO_0000993
PMC4359887,"fruit",2,,EFO_0001028
PMC4359887,"female",1,,EFO_0001265
PMC4359887,"bark",1,,EFO_0001041
PMC4359887,"aerial parts",1,,EFO_0001901
PMC4359887,"calf",1,,EFO_0003051
PMC4359887,"strains",1,,EFO_0005135
PMC4359887,"washing",1,,EFO_0000735
PMC4359887,"procedures",1,,EFO_0002571
PMC4359887,"g/kg",1,,EFO_0002897
PMC4359887,"Measurement",1,,EFO_0001444
PMC4359887,"sterile",1,,EFO_0000545
PMC4359887,"acids",1,,EFO_0004416
PMC4371224,"temperature",5,,EFO_0001702
PMC4371224,"aerial parts",3,,EFO_0001901
PMC4371224,"strains",3,,EFO_0005135
PMC4371224,"fruits",3,,EFO_0001028
PMC4371224,"dose",3,,EFO_0000428
PMC4371224,"precursor",2,,EFO_0001651
PMC4371224,"metabolites",1,,EFO_0004727
PMC4371224,"stems",1,,EFO_0001040
PMC4371224,"wood",1,,EFO_0001042
PMC4371224,"software",1,,EFO_0002029
PMC4371224,"cold",1,,EFO_0000341
PMC4371224,"saline",1,,EFO_0002677
PMC4371224,"calf",1,,EFO_0003051
PMC4371224,"survival",1,,EFO_0000714
PMC4371224,"media",1,,EFO_0000579
PMC4371224,"hands",1,,EFO_0000877
PMC4372811,"dose",3,,EFO_0000428
PMC4372811,"transfection",3,,EFO_0000726
PMC4372811,"procedures",2,,EFO_0002571
PMC4372811,"mg/kg",2,,EFO_0002902
PMC4372811,"temperature",2,,EFO_0001702
PMC4372811,"nose",2,,EFO_0000828
PMC4372811,"survival",2,,EFO_0000714
PMC4372811,"hand",2,,EFO_0000877
PMC4372811,"body weight",1,,EFO_0004338
PMC4372811,"Genotyping",1,,EFO_0000750
PMC4372811,"dorsal",1,,EFO_0001656
PMC4372811,"bone",1,,EFO_0000298
PMC4372811,"software",1,,EFO_0002029
PMC4372811,"adult",1,,EFO_0001272
PMC4372811,"pump",1,,EFO_0000836
PMC4372811,"saline",1,,EFO_0002677
PMC4372811,"bulb",1,,EFO_0001048
PMC4372811,"basal",1,,EFO_0001654
PMC4372811,"immunoprecipitate",1,,EFO_0000541
PMC4387231,"injury",20,,EFO_0000546
PMC4387231,"seed",18,,EFO_0000991
PMC4387231,"dose",5,,EFO_0000428
PMC4387231,"cytokines",4,,EFO_0003786
PMC4387231,"fruit",3,,EFO_0001028
PMC4387231,"Exposure",3,,EFO_0000487
PMC4387231,"acid",2,,EFO_0004416
PMC4387231,"male",2,,EFO_0001266
PMC4387231,"mg/kg body weight",2,,EFO_0005354
PMC4387231,"diseases",1,,EFO_0000408
PMC4387231,"a 20",1,,EFO_0005285
PMC4387231,"leaf",1,,EFO_0000993
PMC4387231,"segments",1,,EFO_0000961
PMC4387231,"Flowers",1,,EFO_0001024
PMC4387231,"skin",1,,EFO_0000962
PMC4387231,"precursors",1,,EFO_0001651
PMC4387231,"metabolite",1,,EFO_0004727
PMC4387231,"lymphatic system",1,,EFO_0000870
PMC4387231,"Wistar",1,,EFO_0001342
PMC4387231,"liver enzyme levels",1,,EFO_0004582
PMC4387231,"diet",1,,EFO_0002755
PMC4387231,"body weight",1,,EFO_0004338
PMC4387231,"saline",1,,EFO_0002677
PMC4387231,"g/kg",1,,EFO_0002897
PMC4387231,"survival",1,,EFO_0000714
PMC4389268,"dorsal",21,,EFO_0001656
PMC4389268,"duration",17,,EFO_0000433
PMC4389268,"fast",4,,EFO_0002756
PMC4389268,"ventral",4,,EFO_0001662
PMC4389268,"adult",4,,EFO_0001272
PMC4389268,"male",4,,EFO_0001266
PMC4389268,"lateral",3,,EFO_0001657
PMC4389268,"mg/kg",3,,EFO_0002902
PMC4389268,"random",2,,EFO_0004189
PMC4389268,"procedures",2,,EFO_0002571
PMC4389268,"Weight",2,,EFO_0004338
PMC4389268,"electrical currents",1,,EFO_0000388
PMC4389268,"exposure",1,,EFO_0000487
PMC4389268,"labeling",1,,EFO_0000562
PMC4389268,"basal",1,,EFO_0001654
PMC4389268,"measurements",1,,EFO_0001444
PMC4389268,"genotypes",1,,EFO_0000513
PMC4389268,"cage",1,,EFO_0004181
PMC4389268,"wound",1,,EFO_0000546
PMC4389268,"saline",1,,EFO_0002677
PMC4389412,"sampling times",4,,EFO_0000689
PMC4389412,"substrates",2,,EFO_0005061
PMC4389412,"intervention",2,,EFO_0002571
PMC4389412,"media",1,,EFO_0000579
PMC4389412,"measurements",1,,EFO_0001444
PMC4389412,"random",1,,EFO_0004189
PMC4389412,"root",1,,EFO_0000989
PMC4395931,"rhizomes",22,,EFO_0001008
PMC4395931,"acid",6,,EFO_0004416
PMC4395931,"root",4,,EFO_0000989
PMC4395931,"Indian",3,,EFO_0003153
PMC4395931,"flowers",3,,EFO_0001024
PMC4395931,"Chinese",2,,EFO_0003157
PMC4395931,"stem",2,,EFO_0001040
PMC4395931,"Corms",2,,EFO_0001049
PMC4395931,"alpha",2,,EFO_0001270
PMC4395931,"wood",1,,EFO_0001042
PMC4395931,"diseases",1,,EFO_0000408
PMC4395931,"hand",1,,EFO_0000877
PMC4395931,"dose",1,,EFO_0000428
PMC4395931,"Inflorescences",1,,EFO_0001029
PMC4395931,"leaf",1,,EFO_0000993
PMC4395931,"mg/kg",1,,EFO_0002902
PMC4395931,"weight",1,,EFO_0004338
PMC4395931,"Korean",1,,EFO_0003165
PMC4395931,"metabolites",1,,EFO_0004727
PMC4395931,"Hawaiian",1,,EFO_0003168
PMC4395931,"cold",1,,EFO_0000341
PMC4398050,"genotype",16,,EFO_0000513
PMC4398050,"genomes",8,,EFO_0004420
PMC4398050,"males",8,,EFO_0001266
PMC4398050,"females",8,,EFO_0001265
PMC4398050,"phenotype",4,,EFO_0000651
PMC4398050,"replicate",4,,EFO_0000683
PMC4398050,"measurements",4,,EFO_0001444
PMC4398050,"inbred",3,,EFO_0004429
PMC4398050,"insertion",3,,EFO_0004016
PMC4398050,"inversions",3,,EFO_0004017
PMC4398050,"random",3,,EFO_0004189
PMC4398050,"genetic variation",3,,EFO_0004828
PMC4398050,"survival",1,,EFO_0000714
PMC4398050,"lateral",1,,EFO_0001657
PMC4398050,"deletion",1,,EFO_0004014
PMC4398050,"fruits",1,,EFO_0001028
PMC4398050,"software",1,,EFO_0002029
PMC4398050,"exposures",1,,EFO_0000487
PMC4398050,"dissection",1,,EFO_0003856
PMC4405290,"procedures",5,,EFO_0002571
PMC4405290,"temperature",4,,EFO_0001702
PMC4405290,"measurement",3,,EFO_0001444
PMC4405290,"chinese",2,,EFO_0003157
PMC4405290,"replicates",2,,EFO_0000683
PMC4405290,"wood",2,,EFO_0001042
PMC4405290,"hand",2,,EFO_0000877
PMC4405290,"atmosphere",1,,EFO_0000273
PMC4405290,"software",1,,EFO_0002029
PMC4405290,"seed",1,,EFO_0000991
PMC4405290,"metabolites",1,,EFO_0004727
PMC4405290,"fruits",1,,EFO_0001028
PMC4405290,"injury",1,,EFO_0000546
PMC4405290,"ball",1,,EFO_0000094
PMC4405290,"alpha",1,,EFO_0001270
PMC4405290,"precursor",1,,EFO_0001651
PMC4405290,"substrate",1,,EFO_0005061
PMC4405290,"Ocimene",1,,EFO_0003191
PMC4408633,"diseases",6,,EFO_0000408
PMC4408633,"exposure",6,,EFO_0000487
PMC4408633,"mortality",3,,EFO_0004352
PMC4408633,"procedures",3,,EFO_0002571
PMC4408633,"metabolites",2,,EFO_0004727
PMC4408633,"strains",2,,EFO_0005135
PMC4408633,"female",1,,EFO_0001265
PMC4408633,"Indian",1,,EFO_0003153
PMC4408633,"adult",1,,EFO_0001272
PMC4408633,"weight",1,,EFO_0004338
PMC4408633,"temperatures",1,,EFO_0001702
PMC4408633,"Ocimene",1,,EFO_0003191
PMC4412152,"transfection",4,,EFO_0000726
PMC4412152,"dose",4,,EFO_0000428
PMC4412152,"genome",3,,EFO_0004420
PMC4412152,"genetic variation",2,,EFO_0004828
PMC4412152,"substrate",2,,EFO_0005061
PMC4412152,"acid",2,,EFO_0004416
PMC4412152,"media",1,,EFO_0000579
PMC4412152,"Dose-response design",1,,EFO_0001757
PMC4412152,"gene name",1,,EFO_0002605
PMC4412152,"Insertion",1,,EFO_0004016
PMC4413252,"African",38,,EFO_0004561
PMC4413252,"HepG2",20,,EFO_0001187
PMC4413252,"MiaPaca-2",10,,EFO_0002236
PMC4413252,"A549",8,,EFO_0001086
PMC4413252,"roots",6,,EFO_0000989
PMC4413252,"pains",5,,EFO_0003843
PMC4413252,"metabolites",4,,EFO_0004727
PMC4413252,"cancer",4,,EFO_0000311
PMC4413252,"fruit",4,,EFO_0001028
PMC4413252,"acid",4,,EFO_0004416
PMC4413252,"phenotypes",3,,EFO_0000651
PMC4413252,"survival",3,,EFO_0000714
PMC4413252,"genome",3,,EFO_0004420
PMC4413252,"bark",3,,EFO_0001041
PMC4413252,"seeds",2,,EFO_0000991
PMC4413252,"786-0",2,,EFO_0005707
PMC4413252,"array",2,,EFO_0002698
PMC4413252,"wounds",2,,EFO_0000546
PMC4413252,"diseases",1,,EFO_0000408
PMC4413252,"smoking",1,,EFO_0004318
PMC4413252,"diet",1,,EFO_0002755
PMC4413252,"females",1,,EFO_0001265
PMC4413252,"males",1,,EFO_0001266
PMC4413252,"deletions",1,,EFO_0004014
PMC4413252,"pumps",1,,EFO_0000836
PMC4413252,"substrate",1,,EFO_0005061
PMC4413252,"backbone",1,,EFO_0001369
PMC4413252,"genetic variation",1,,EFO_0004828
PMC4413252,"U937",1,,EFO_0001257
PMC4413252,"Capan-1",1,,EFO_0002153
PMC4413252,"aerial part",1,,EFO_0001901
PMC4413252,"dose",1,,EFO_0000428
PMC4413252,"hand",1,,EFO_0000877
PMC4413252,"embryo",1,,EFO_0000436
PMC4413252,"segments",1,,EFO_0000961
PMC4413252,"translocation",1,,EFO_0004024
PMC4413252,"alpha",1,,EFO_0001270
PMC4413252,"sterility",1,,EFO_0000545
PMC4415343,"mg/kg",128,,EFO_0002902
PMC4415343,"dose",107,,EFO_0000428
PMC4415343,"acid",17,,EFO_0004416
PMC4415343,"pain",15,,EFO_0003843
PMC4415343,"rhizomes",14,,EFO_0001008
PMC4415343,"body weight",13,,EFO_0004338
PMC4415343,"arms",12,,EFO_0000248
PMC4415343,"insomnia",11,,EFO_0004698
PMC4415343,"saline",10,,EFO_0002677
PMC4415343,"height",9,,EFO_0004339
PMC4415343,"Male",8,,EFO_0001266
PMC4415343,"duration",8,,EFO_0000433
PMC4415343,"female",8,,EFO_0001265
PMC4415343,"locomotor activity",7,,EFO_0003940
PMC4415343,"survival time",6,,EFO_0000714
PMC4415343,"root",6,,EFO_0000989
PMC4415343,"Fruit",6,,EFO_0001028
PMC4415343,"cage",5,,EFO_0004181
PMC4415343,"hair",4,,EFO_0000958
PMC4415343,"temperature",4,,EFO_0001702
PMC4415343,"seeds",4,,EFO_0000991
PMC4415343,"diseases",3,,EFO_0000408
PMC4415343,"muscle",3,,EFO_0001949
PMC4415343,"leaf",3,,EFO_0000993
PMC4415343,"wounds",2,,EFO_0000546
PMC4415343,"mania",2,,EFO_0000289
PMC4415343,"Indian",2,,EFO_0003153
PMC4415343,"ocimene",2,,EFO_0003191
PMC4415343,"procedures",2,,EFO_0002571
PMC4415343,"bark",2,,EFO_0001041
PMC4415343,"measurement",2,,EFO_0001444
PMC4415343,"blood pressure",2,,EFO_0004325
PMC4415343,"alpha",2,,EFO_0001270
PMC4415343,"study design",2,,EFO_0001426
PMC4415343,"mg/kg body weight",1,,EFO_0005354
PMC4415343,"strain",1,,EFO_0005135
PMC4415343,"inch",1,,EFO_0004387
PMC4415343,"gums",1,,EFO_0001925
PMC4415343,"Test  Results",1,,EFO_0000720
PMC4415343,"Labeling",1,,EFO_0000562
PMC4415343,"metabolites",1,,EFO_0004727
PMC4415343,"bone",1,,EFO_0000298
PMC4415343,"smooth muscle",1,,EFO_0000889
PMC4415343,"flowers",1,,EFO_0001024
PMC4415343,"inflorescence",1,,EFO_0001029
PMC4415343,"dysuria",1,,EFO_0003901
PMC4415343,"cytokines",1,,EFO_0003786
PMC4415343,"hand",1,,EFO_0000877
PMC4424236,"HepG2",10,,EFO_0001187
PMC4424236,"dose",5,,EFO_0000428
PMC4424236,"pathogens",4,,EFO_0000643
PMC4424236,"temperature",3,,EFO_0001702
PMC4424236,"sterile",3,,EFO_0000545
PMC4424236,"software",3,,EFO_0002029
PMC4424236,"fruits",2,,EFO_0001028
PMC4424236,"dietary",2,,EFO_0002755
PMC4424236,"measurements",2,,EFO_0001444
PMC4424236,"media",2,,EFO_0000579
PMC4424236,"Ocimene",2,,EFO_0003191
PMC4424236,"metabolites",1,,EFO_0004727
PMC4424236,"wounds",1,,EFO_0000546
PMC4424236,"pain",1,,EFO_0003843
PMC4424236,"flowers",1,,EFO_0001024
PMC4424236,"duration",1,,EFO_0000433
PMC4424236,"strains",1,,EFO_0005135
PMC4424236,"procedure",1,,EFO_0002571
PMC4424236,"American",1,,EFO_0003151
PMC4424236,"atmosphere",1,,EFO_0000273
PMC4424236,"acids",1,,EFO_0004416
PMC4424236,"cold",1,,EFO_0000341
PMC4424236,"survival",1,,EFO_0000714
PMC4427012,"Media",3,,EFO_0000579
PMC4427012,"acids",3,,EFO_0004416
PMC4427012,"temperature",2,,EFO_0001702
PMC4427012,"Strains",2,,EFO_0005135
PMC4427012,"diseases",1,,EFO_0000408
PMC4427012,"aerial parts",1,,EFO_0001901
PMC4427012,"cold",1,,EFO_0000341
PMC4427012,"cohort",1,,EFO_0004445
PMC4427012,"neonates",1,,EFO_0001372
PMC4427012,"saline",1,,EFO_0002677
PMC4427012,"hand",1,,EFO_0000877
PMC4446488,"temperature",4,,EFO_0001702
PMC4446488,"experimental design",2,,EFO_0001426
PMC4446488,"height",2,,EFO_0004339
PMC4446488,"environmental factors",1,,EFO_0000469
PMC4446488,"genotypes",1,,EFO_0000513
PMC4446488,"software",1,,EFO_0002029
PMC4446488,"differentiated",1,,EFO_0002954
PMC4448976,"exposure",7,,EFO_0000487
PMC4448976,"hand",6,,EFO_0000877
PMC4448976,"fast",4,,EFO_0002756
PMC4448976,"duration",3,,EFO_0000433
PMC4448976,"skin",2,,EFO_0000962
PMC4448976,"procedure",1,,EFO_0002571
PMC4448976,"array",1,,EFO_0002698
PMC4448976,"temperature",1,,EFO_0001702
PMC4448976,"leaf",1,,EFO_0000993
PMC4448976,"dorsal",1,,EFO_0001656
PMC4448976,"root",1,,EFO_0000989
PMC4448976,"acid",1,,EFO_0004416
PMC4464069,"duration",46,,EFO_0000433
PMC4464069,"random",17,,EFO_0004189
PMC4464069,"interventional",8,,EFO_0002571
PMC4464069,"adults",7,,EFO_0001272
PMC4464069,"skin",6,,EFO_0000962
PMC4464069,"replicate",3,,EFO_0000683
PMC4464069,"cognitive functions",2,,EFO_0003925
PMC4464069,"software",2,,EFO_0002029
PMC4464069,"temperature",2,,EFO_0001702
PMC4464069,"hand",2,,EFO_0000877
PMC4464069,"heart rate",2,,EFO_0004326
PMC4464069,"reasoning",1,,EFO_0004350
PMC4464069,"Experimental Design",1,,EFO_0001426
PMC4464069,"pillow",1,,EFO_0003422
PMC4464069,"a 20",1,,EFO_0005285
PMC4468856,"media",13,,EFO_0000579
PMC4468856,"pathogen",3,,EFO_0000643
PMC4468856,"temperatures",3,,EFO_0001702
PMC4468856,"exposure",2,,EFO_0000487
PMC4468856,"acid",2,,EFO_0004416
PMC4468856,"procedure",2,,EFO_0002571
PMC4468856,"strain",2,,EFO_0005135
PMC4468856,"seed",1,,EFO_0000991
PMC4468856,"chips",1,,EFO_0004176
PMC4468856,"fruits",1,,EFO_0001028
PMC4468856,"American",1,,EFO_0003151
PMC4468856,"skin",1,,EFO_0000962
PMC4468856,"muscle",1,,EFO_0001949
PMC4468856,"atmosphere",1,,EFO_0000273
PMC4468856,"study design",1,,EFO_0001426
PMC4468856,"measurements",1,,EFO_0001444
PMC4468856,"environmental factors",1,,EFO_0000469
PMC4468856,"root",1,,EFO_0000989
PMC4468856,"Asian",1,,EFO_0003152
PMC4482474,"Dietary",32,,EFO_0002755
PMC4482474,"doses",10,,EFO_0000428
PMC4482474,"inflorescence",9,,EFO_0001029
PMC4482474,"temperature",8,,EFO_0001702
PMC4482474,"leaf",5,,EFO_0000993
PMC4482474,"Software",2,,EFO_0002029
PMC4482474,"diseases",1,,EFO_0000408
PMC4482474,"procedure",1,,EFO_0002571
PMC4482474,"measurements",1,,EFO_0001444
PMC4482474,"insomnia",1,,EFO_0004698
PMC4482474,"European",1,,EFO_0003156
PMC4482474,"flowers",1,,EFO_0001024
PMC4482474,"stems",1,,EFO_0001040
PMC4486248,"Temperature",2,,EFO_0001702
PMC4486248,"cultivars",1,,EFO_0005136
PMC4486248,"software",1,,EFO_0002029
PMC4486248,"labelling",1,,EFO_0000562
PMC4486248,"atmospheres",1,,EFO_0000273
PMC4489822,"Seed",65,,EFO_0000991
PMC4489822,"data file",11,,EFO_0004095
PMC4489822,"disease",7,,EFO_0000408
PMC4489822,"temperature",6,,EFO_0001702
PMC4489822,"pathogen",5,,EFO_0000643
PMC4489822,"sterile",5,,EFO_0000545
PMC4489822,"weight",4,,EFO_0004338
PMC4489822,"replicates",3,,EFO_0000683
PMC4489822,"Chinese",2,,EFO_0003157
PMC4489822,"media",2,,EFO_0000579
PMC4489822,"strains",1,,EFO_0005135
PMC4489822,"procedure",1,,EFO_0002571
PMC4489822,"acid",1,,EFO_0004416
PMC4489822,"Measurement",1,,EFO_0001444
PMC4489822,"amended",1,,EFO_0001365
PMC4489822,"dose",1,,EFO_0000428
PMC4489822,"leaf",1,,EFO_0000993
PMC4489822,"metabolites",1,,EFO_0004727
PMC4489822,"duration",1,,EFO_0000433
PMC4489822,"cultivars",1,,EFO_0005136
PMC4489822,"pool",1,,EFO_0000663
PMC4489822,"precursors",1,,EFO_0001651
PMC4499417,"exposure",9,,EFO_0000487
PMC4499417,"Strains",8,,EFO_0005135
PMC4499417,"pathogens",6,,EFO_0000643
PMC4499417,"measurement",4,,EFO_0001444
PMC4499417,"metabolites",3,,EFO_0004727
PMC4499417,"software",3,,EFO_0002029
PMC4499417,"acid",2,,EFO_0004416
PMC4499417,"array",1,,EFO_0002698
PMC4499417,"sterile",1,,EFO_0000545
PMC4499417,"saline",1,,EFO_0002677
PMC4499417,"hand",1,,EFO_0000877
PMC4499417,"survival",1,,EFO_0000714
PMC4503548,"temperature",5,,EFO_0001702
PMC4503548,"survival",5,,EFO_0000714
PMC4503548,"leukemia",3,,EFO_0000565
PMC4503548,"Ocimene",2,,EFO_0003191
PMC4503548,"aerial parts",1,,EFO_0001901
PMC4503548,"European",1,,EFO_0003156
PMC4503548,"software",1,,EFO_0002029
PMC4503548,"measurements",1,,EFO_0001444
PMC4503548,"acids",1,,EFO_0004416
PMC4503548,"atmosphere",1,,EFO_0000273
PMC4503548,"dose",1,,EFO_0000428
PMC4517501,"roots",25,,EFO_0000989
PMC4517501,"acids",24,,EFO_0004416
PMC4517501,"temperature",24,,EFO_0001702
PMC4517501,"axis",18,,EFO_0001040
PMC4517501,"procedures",17,,EFO_0002571
PMC4517501,"aerial parts",13,,EFO_0001901
PMC4517501,"fruit",12,,EFO_0001028
PMC4517501,"rhizomes",11,,EFO_0001008
PMC4517501,"seeds",9,,EFO_0000991
PMC4517501,"array",6,,EFO_0002698
PMC4517501,"hand",6,,EFO_0000877
PMC4517501,"media",5,,EFO_0000579
PMC4517501,"software",5,,EFO_0002029
PMC4517501,"pumps",5,,EFO_0000836
PMC4517501,"instrument design",4,,EFO_0001451
PMC4517501,"metabolites",4,,EFO_0004727
PMC4517501,"Risk Factor",3,,EFO_0003919
PMC4517501,"skin",2,,EFO_0000962
PMC4517501,"wound",2,,EFO_0000546
PMC4517501,"flowers",2,,EFO_0001024
PMC4517501,"weight",2,,EFO_0004338
PMC4517501,"a 20",2,,EFO_0005285
PMC4517501,"height",2,,EFO_0004339
PMC4517501,"bark",2,,EFO_0001041
PMC4517501,"measurement",1,,EFO_0001444
PMC4517501,"leaf",1,,EFO_0000993
PMC4517501,"Korean",1,,EFO_0003165
PMC4517501,"wood",1,,EFO_0001042
PMC4517501,"alpha",1,,EFO_0001270
PMC4517501,"embryos",1,,EFO_0000436
PMC4517501,"shoots",1,,EFO_0000992
PMC4517501,"inflorescences",1,,EFO_0001029
PMC4519343,"software",14,,EFO_0002029
PMC4519343,"data file",7,,EFO_0004095
PMC4519343,"weight",5,,EFO_0004338
PMC4519343,"acids",3,,EFO_0004416
PMC4519343,"axis",2,,EFO_0001040
PMC4519343,"differentiated",2,,EFO_0002954
PMC4519343,"genomes",1,,EFO_0004420
PMC4519343,"survival",1,,EFO_0000714
PMC4519343,"bulb",1,,EFO_0001048
PMC4519343,"exercise",1,,EFO_0000483
PMC4519343,"temperature",1,,EFO_0001702
PMC4525464,"aerial parts",3,,EFO_0001901
PMC4525464,"stem",3,,EFO_0001040
PMC4525464,"European",3,,EFO_0003156
PMC4525464,"ocimene",3,,EFO_0003191
PMC4525464,"Flowers",2,,EFO_0001024
PMC4525464,"colds",2,,EFO_0000341
PMC4525464,"g/kg",2,,EFO_0002897
PMC4525464,"HepG2",2,,EFO_0001187
PMC4525464,"A549",2,,EFO_0001086
PMC4525464,"sterile",1,,EFO_0000545
PMC4525464,"leaf",1,,EFO_0000993
PMC4525464,"rosette",1,,EFO_0005107
PMC4525464,"lateral",1,,EFO_0001657
PMC4525464,"Inflorescences",1,,EFO_0001029
PMC4525464,"strains",1,,EFO_0005135
PMC4525464,"pillows",1,,EFO_0003422
PMC4525464,"diseases",1,,EFO_0000408
