article,efo,count,dbName,dbId
PMC4525464,"wounds",1,,EFO_0000546
PMC4525464,"British",1,,EFO_0003155
PMC4525464,"dose",1,,EFO_0000428
PMC4525464,"ecotypes",1,,EFO_0000434
PMC4525464,"mg/kg body weight",1,,EFO_0005354
PMC4525464,"diastolic blood pressure",1,,EFO_0004325
PMC4525464,"precursor",1,,EFO_0001651
PMC4525464,"duration",1,,EFO_0000433
PMC4525464,"cancer",1,,EFO_0000311
PMC4541688,"exposure",7,,EFO_0000487
PMC4541688,"duration",5,,EFO_0000433
PMC4541688,"doses",2,,EFO_0000428
PMC4541688,"dissection",2,,EFO_0003856
PMC4541688,"Wistar",1,,EFO_0001342
PMC4541688,"g/kg",1,,EFO_0002897
PMC4541688,"pain",1,,EFO_0003843
PMC4541688,"body weight",1,,EFO_0004338
PMC4541688,"temperature",1,,EFO_0001702
PMC4541688,"software",1,,EFO_0002029
PMC4541688,"segment",1,,EFO_0000961
PMC4548039,"strains",17,,EFO_0005135
PMC4548039,"Indian",4,,EFO_0003153
PMC4548039,"procedure",3,,EFO_0002571
PMC4548039,"temperature",3,,EFO_0001702
PMC4548039,"sterile",3,,EFO_0000545
PMC4548039,"seeds",2,,EFO_0000991
PMC4548039,"bark",2,,EFO_0001041
PMC4548039,"software",1,,EFO_0002029
PMC4548039,"pathogen",1,,EFO_0000643
PMC4548039,"hand",1,,EFO_0000877
PMC4548039,"males",1,,EFO_0001266
PMC4548039,"females",1,,EFO_0001265
PMC4548039,"fruit",1,,EFO_0001028
PMC4548039,"rhizome",1,,EFO_0001008
PMC4548039,"European",1,,EFO_0003156
PMC4548039,"diseases",1,,EFO_0000408
PMC4553199,"temperature",3,,EFO_0001702
PMC4553199,"leaf",2,,EFO_0000993
PMC4553199,"Iranian",2,,EFO_0003162
PMC4553199,"sterile",2,,EFO_0000545
PMC4553199,"pathogens",1,,EFO_0000643
PMC4553199,"seed",1,,EFO_0000991
PMC4553199,"root",1,,EFO_0000989
PMC4553199,"stem",1,,EFO_0001040
PMC4553199,"wood",1,,EFO_0001042
PMC4553199,"bark",1,,EFO_0001041
PMC4553199,"flower",1,,EFO_0001024
PMC4553199,"diseases",1,,EFO_0000408
PMC4553199,"strains",1,,EFO_0005135
PMC4553199,"ocimene",1,,EFO_0003191
PMC4553199,"media",1,,EFO_0000579
PMC4558530,"body weight",7,,EFO_0004338
PMC4558530,"g/kg",6,,EFO_0002897
PMC4558530,"temperature",4,,EFO_0001702
PMC4558530,"media",4,,EFO_0000579
PMC4558530,"Dose",3,,EFO_0000428
PMC4558530,"hand",3,,EFO_0000877
PMC4558530,"mg/kg",3,,EFO_0002902
PMC4558530,"European",3,,EFO_0003156
PMC4558530,"ocimene",3,,EFO_0003191
PMC4558530,"software",3,,EFO_0002029
PMC4558530,"Indian",2,,EFO_0003153
PMC4558530,"apical",2,,EFO_0001653
PMC4558530,"infestation",2,,EFO_0001067
PMC4558530,"metabolites",2,,EFO_0004727
PMC4558530,"diseases",2,,EFO_0000408
PMC4558530,"aerial parts",2,,EFO_0001901
PMC4558530,"saline",2,,EFO_0002677
PMC4558530,"seeds",1,,EFO_0000991
PMC4558530,"replicates",1,,EFO_0000683
PMC4558530,"leaf",1,,EFO_0000993
PMC4558530,"stem",1,,EFO_0001040
PMC4558530,"inflorescence",1,,EFO_0001029
PMC4558530,"cytokines",1,,EFO_0003786
PMC4558530,"exposure",1,,EFO_0000487
PMC4558530,"intervention",1,,EFO_0002571
PMC4558530,"females",1,,EFO_0001265
PMC4558530,"gonads",1,,EFO_0005494
PMC4558530,"bones",1,,EFO_0000298
PMC4558530,"chromosomal aberration",1,,EFO_0000336
PMC4558530,"Joint",1,,EFO_0000948
PMC4558530,"pathogens",1,,EFO_0000643
PMC4558530,"skin",1,,EFO_0000962
PMC4558530,"measurements",1,,EFO_0001444
PMC4558530,"reference sample",1,,EFO_0001461
PMC4558530,"duration",1,,EFO_0000433
PMC4558530,"sterile",1,,EFO_0000545
PMC4566093,"dorsal",35,,EFO_0001656
PMC4566093,"ventral",8,,EFO_0001662
PMC4566093,"bulb",8,,EFO_0001048
PMC4566093,"cortical",6,,EFO_0005891
PMC4566093,"arms",6,,EFO_0000248
PMC4566093,"strains",4,,EFO_0005135
PMC4566093,"dose",4,,EFO_0000428
PMC4566093,"male",4,,EFO_0001266
PMC4566093,"measurements",3,,EFO_0001444
PMC4566093,"procedure",3,,EFO_0002571
PMC4566093,"balls",3,,EFO_0000094
PMC4566093,"axis",2,,EFO_0001040
PMC4566093,"hand",1,,EFO_0000877
PMC4566093,"deletion",1,,EFO_0004014
PMC4566093,"substrate",1,,EFO_0005061
PMC4566093,"Japanese",1,,EFO_0003164
PMC4566093,"Labeling",1,,EFO_0000562
PMC4566093,"washing",1,,EFO_0000735
PMC4566093,"medial",1,,EFO_0001660
PMC4567485,"dose",4,,EFO_0000428
PMC4567485,"mg/kg",3,,EFO_0002902
PMC4567485,"duration",3,,EFO_0000433
PMC4567485,"ventral",2,,EFO_0001662
PMC4567485,"lateral",2,,EFO_0001657
PMC4567485,"Weight",2,,EFO_0004338
PMC4567485,"cortical",1,,EFO_0005891
PMC4567485,"adult",1,,EFO_0001272
PMC4567485,"male",1,,EFO_0001266
PMC4567485,"procedures",1,,EFO_0002571
PMC4567485,"cages",1,,EFO_0004181
PMC4567485,"chip",1,,EFO_0004176
PMC4567485,"random",1,,EFO_0004189
PMC4567485,"saline",1,,EFO_0002677
PMC4579641,"strains",18,,EFO_0005135
PMC4579641,"software",4,,EFO_0002029
PMC4579641,"sterile",2,,EFO_0000545
PMC4579641,"atmosphere",2,,EFO_0000273
PMC4579641,"hand",2,,EFO_0000877
PMC4579641,"media",1,,EFO_0000579
PMC4583814,"acid",9,,EFO_0004416
PMC4583814,"random",9,,EFO_0004189
PMC4583814,"exposure",5,,EFO_0000487
PMC4583814,"genome",3,,EFO_0004420
PMC4583814,"exons",3,,EFO_0004423
PMC4583814,"dose",3,,EFO_0000428
PMC4583814,"transgenic",2,,EFO_0004020
PMC4583814,"Procedures",2,,EFO_0002571
PMC4583814,"measurements",2,,EFO_0001444
PMC4583814,"washing",2,,EFO_0000735
PMC4583814,"cage",1,,EFO_0004181
PMC4583814,"strain",1,,EFO_0005135
PMC4583814,"dorsal",1,,EFO_0001656
PMC4583814,"microarray",1,,EFO_0002698
PMC4583814,"hand",1,,EFO_0000877
PMC4583814,"dissection",1,,EFO_0003856
PMC4583814,"temperature",1,,EFO_0001702
PMC4585887,"media",7,,EFO_0000579
PMC4585887,"Measurement",5,,EFO_0001444
PMC4585887,"acids",1,,EFO_0004416
PMC4585887,"hand",1,,EFO_0000877
PMC4588114,"females",23,,EFO_0001265
PMC4588114,"Males",10,,EFO_0001266
PMC4588114,"smoking",8,,EFO_0004318
PMC4588114,"weight",5,,EFO_0004338
PMC4588114,"procedures",5,,EFO_0002571
PMC4588114,"Adults",5,,EFO_0001272
PMC4588114,"measurements",2,,EFO_0001444
PMC4588114,"dietary",2,,EFO_0002755
PMC4588114,"case control studies",2,,EFO_0001427
PMC4588114,"European",2,,EFO_0003156
PMC4588114,"hand",2,,EFO_0000877
PMC4588114,"mental health",1,,EFO_0003935
PMC4588114,"bulb",1,,EFO_0001048
PMC4588114,"hippocampus",1,,EFO_0000530
PMC4588114,"diseases",1,,EFO_0000408
PMC4588114,"obese",1,,EFO_0001073
PMC4588114,"Family History",1,,EFO_0000493
PMC4588114,"Personality",1,,EFO_0003947
PMC4588114,"random",1,,EFO_0004189
PMC4588114,"duration",1,,EFO_0000433
PMC4588114,"fasting",1,,EFO_0002756
PMC4628703,"HepG2",47,,EFO_0001187
PMC4628703,"seeds",12,,EFO_0000991
PMC4628703,"temperature",8,,EFO_0001702
PMC4628703,"media",8,,EFO_0000579
PMC4628703,"dose",7,,EFO_0000428
PMC4628703,"acids",5,,EFO_0004416
PMC4628703,"substrate",5,,EFO_0005061
PMC4628703,"mortality",4,,EFO_0004352
PMC4628703,"intervention strategies",3,,EFO_0002571
PMC4628703,"weight",3,,EFO_0004338
PMC4628703,"dietary",2,,EFO_0002755
PMC4628703,"atmosphere",2,,EFO_0000273
PMC4628703,"risk factors",1,,EFO_0003919
PMC4628703,"carcinogenic agents",1,,EFO_0004457
PMC4628703,"American",1,,EFO_0003151
PMC4628703,"saline",1,,EFO_0002677
PMC4628703,"washing",1,,EFO_0000735
PMC4628703,"cold",1,,EFO_0000341
PMC4628703,"software",1,,EFO_0002029
PMC4628703,"survival",1,,EFO_0000714
PMC4628703,"disease",1,,EFO_0000408
PMC4628703,"cataract",1,,EFO_0001059
PMC4628703,"fruits",1,,EFO_0001028
PMC4640387,"dose",9,,EFO_0000428
PMC4640387,"sterile",6,,EFO_0000545
PMC4640387,"temperature",5,,EFO_0001702
PMC4640387,"stems",4,,EFO_0001040
PMC4640387,"pathogens",2,,EFO_0000643
PMC4640387,"weight",2,,EFO_0004338
PMC4640387,"procedure",2,,EFO_0002571
PMC4640387,"saline",2,,EFO_0002677
PMC4640387,"hydrostatic pressure",1,,EFO_0000534
PMC4640387,"atmosphere",1,,EFO_0000273
PMC4640387,"diseases",1,,EFO_0000408
PMC4640387,"media",1,,EFO_0000579
PMC4640387,"aerial parts",1,,EFO_0001901
PMC4640387,"measurement",1,,EFO_0001444
PMC4640387,"strains",1,,EFO_0005135
PMC4640387,"Male",1,,EFO_0001266
PMC4640387,"body mass index",1,,EFO_0004340
PMC4640387,"cages",1,,EFO_0004181
PMC4640387,"nose",1,,EFO_0000828
PMC4640387,"leaf",1,,EFO_0000993
PMC4640387,"environmental factors",1,,EFO_0000469
PMC4640387,"precursor",1,,EFO_0001651
PMC4641935,"mg/kg",56,,EFO_0002902
PMC4641935,"seeds",14,,EFO_0000991
PMC4641935,"hippocampus",9,,EFO_0000530
PMC4641935,"dose",9,,EFO_0000428
PMC4641935,"exposure",8,,EFO_0000487
PMC4641935,"placebo",7,,EFO_0001674
PMC4641935,"muscle",5,,EFO_0001949
PMC4641935,"stem",4,,EFO_0001040
PMC4641935,"mg/kg body weight",4,,EFO_0005354
PMC4641935,"injury",3,,EFO_0000546
PMC4641935,"survival",3,,EFO_0000714
PMC4641935,"locomotor activity",3,,EFO_0003940
PMC4641935,"duration",3,,EFO_0000433
PMC4641935,"male",2,,EFO_0001266
PMC4641935,"diseases",2,,EFO_0000408
PMC4641935,"mortality",2,,EFO_0004352
PMC4641935,"cortical",1,,EFO_0005891
PMC4641935,"acid",1,,EFO_0004416
PMC4641935,"Parkinson's",1,,EFO_0002508
PMC4641935,"adult",1,,EFO_0001272
PMC4641935,"intervention",1,,EFO_0002571
PMC4656844,"duration",31,,EFO_0000433
PMC4656844,"adults",10,,EFO_0001272
PMC4656844,"flower",8,,EFO_0001024
PMC4656844,"measurement",5,,EFO_0001444
PMC4656844,"females",4,,EFO_0001265
PMC4656844,"males",4,,EFO_0001266
PMC4656844,"procedures",3,,EFO_0002571
PMC4656844,"software",3,,EFO_0002029
PMC4656844,"Fruit",2,,EFO_0001028
PMC4656844,"height",1,,EFO_0004339
PMC4656844,"Wood",1,,EFO_0001042
PMC4656844,"nose",1,,EFO_0000828
PMC4656844,"exposure",1,,EFO_0000487
PMC4656844,"survival",1,,EFO_0000714
PMC4664613,"duration",27,,EFO_0000433
PMC4664613,"hand",7,,EFO_0000877
PMC4664613,"adults",4,,EFO_0001272
PMC4664613,"nose",4,,EFO_0000828
PMC4664613,"software",3,,EFO_0002029
PMC4664613,"flowers",3,,EFO_0001024
PMC4664613,"measurement",2,,EFO_0001444
PMC4664613,"dietary",2,,EFO_0002755
PMC4664613,"procedure",2,,EFO_0002571
PMC4664613,"segments",2,,EFO_0000961
PMC4664613,"auditory systems",1,,EFO_0000826
PMC4664613,"American",1,,EFO_0003151
PMC4664613,"exercises",1,,EFO_0000483
PMC4664613,"height",1,,EFO_0004339
PMC4664613,"Leaf",1,,EFO_0000993
PMC4664613,"experimental design",1,,EFO_0001426
PMC4664613,"heart rate",1,,EFO_0004326
PMC4664613,"exposure",1,,EFO_0000487
PMC4670656,"Cold",55,,EFO_0000341
PMC4670656,"temperature",7,,EFO_0001702
PMC4670656,"acids",5,,EFO_0004416
PMC4670656,"Strains",4,,EFO_0005135
PMC4670656,"Seed",3,,EFO_0000991
PMC4670656,"Measurement",3,,EFO_0001444
PMC4670656,"pain",2,,EFO_0003843
PMC4670656,"Fruits",1,,EFO_0001028
PMC4670656,"saline",1,,EFO_0002677
PMC4670656,"media",1,,EFO_0000579
PMC4670656,"sterile",1,,EFO_0000545
PMC4670656,"replicate",1,,EFO_0000683
PMC4670656,"environmental factors",1,,EFO_0000469
PMC4670656,"Ocimene",1,,EFO_0003191
PMC4672195,"exposure",12,,EFO_0000487
PMC4672195,"Gill",8,,EFO_0000933
PMC4672195,"pathogens",6,,EFO_0000643
PMC4672195,"acids",5,,EFO_0004416
PMC4672195,"metabolites",4,,EFO_0004727
PMC4672195,"hand",2,,EFO_0000877
PMC4672195,"Strains",2,,EFO_0005135
PMC4672195,"survival",2,,EFO_0000714
PMC4672195,"flowers",1,,EFO_0001024
PMC4672195,"roots",1,,EFO_0000989
PMC4672195,"bark",1,,EFO_0001041
PMC4672195,"seeds",1,,EFO_0000991
PMC4672195,"fruits",1,,EFO_0001028
PMC4672195,"wood",1,,EFO_0001042
PMC4672195,"diets",1,,EFO_0002755
PMC4672195,"weight",1,,EFO_0004338
PMC4672195,"a 20",1,,EFO_0005285
PMC4672195,"mutant strains",1,,EFO_0004006
PMC4673553,"procedures",9,,EFO_0002571
PMC4673553,"nose",7,,EFO_0000828
PMC4673553,"alpha",6,,EFO_0001270
PMC4673553,"female",4,,EFO_0001265
PMC4673553,"balls",2,,EFO_0000094
PMC4673553,"random",2,,EFO_0004189
PMC4673553,"hand",1,,EFO_0000877
PMC4673553,"bone",1,,EFO_0000298
PMC4673553,"Woods",1,,EFO_0001042
PMC4673882,"deletion",17,,EFO_0004014
PMC4673882,"bulb",6,,EFO_0001048
PMC4673882,"temperature",5,,EFO_0001702
PMC4673882,"procedure",4,,EFO_0002571
PMC4673882,"exon",3,,EFO_0004423
PMC4673882,"cold",3,,EFO_0000341
PMC4673882,"spines",2,,EFO_0001369
PMC4673882,"phenotype",2,,EFO_0000651
PMC4673882,"labelling",2,,EFO_0000562
PMC4673882,"distal",2,,EFO_0001655
PMC4673882,"apical",2,,EFO_0001653
PMC4673882,"cortical",2,,EFO_0005891
PMC4673882,"cages",2,,EFO_0004181
PMC4673882,"Male",2,,EFO_0001266
PMC4673882,"weight",2,,EFO_0004338
PMC4673882,"software",2,,EFO_0002029
PMC4673882,"stems",1,,EFO_0001040
PMC4673882,"lateral",1,,EFO_0001657
PMC4673882,"cohort",1,,EFO_0004445
PMC4673882,"Genotyping",1,,EFO_0000750
PMC4673882,"European",1,,EFO_0003156
PMC4673882,"inversion",1,,EFO_0004017
PMC4673882,"substrate",1,,EFO_0005061
PMC4673882,"measurements",1,,EFO_0001444
PMC4673882,"duration",1,,EFO_0000433
PMC4684335,"sampling times",18,,EFO_0000689
PMC4684335,"data file",13,,EFO_0004095
PMC4684335,"temperature",12,,EFO_0001702
PMC4684335,"axis",7,,EFO_0001040
PMC4684335,"nose",6,,EFO_0000828
PMC4684335,"ocimene",5,,EFO_0003191
PMC4684335,"measurements",3,,EFO_0001444
PMC4684335,"weight",1,,EFO_0004338
PMC4684335,"random",1,,EFO_0004189
PMC4684335,"alpha",1,,EFO_0001270
PMC4684335,"Americans",1,,EFO_0003151
PMC4684335,"male",1,,EFO_0001266
PMC4684335,"female",1,,EFO_0001265
PMC4684335,"Hawaiian",1,,EFO_0003168
PMC4684335,"inflorescences",1,,EFO_0001029
PMC4684335,"replicates",1,,EFO_0000683
PMC4686661,"temperature",16,,EFO_0001702
PMC4686661,"labelling",12,,EFO_0000562
PMC4686661,"exposure",9,,EFO_0000487
PMC4686661,"cold",9,,EFO_0000341
PMC4686661,"transgenic",5,,EFO_0004020
PMC4686661,"genotype",5,,EFO_0000513
PMC4686661,"strains",3,,EFO_0005135
PMC4686661,"substrate",3,,EFO_0005061
PMC4686661,"adult",2,,EFO_0001272
PMC4686661,"transfections",2,,EFO_0000726
PMC4686661,"media",2,,EFO_0000579
PMC4686661,"lateral",1,,EFO_0001657
PMC4686661,"cohort",1,,EFO_0004445
PMC4686661,"dose",1,,EFO_0000428
PMC4686661,"segment",1,,EFO_0000961
PMC4686661,"acid",1,,EFO_0004416
PMC4686661,"seed",1,,EFO_0000991
PMC4686661,"insertion",1,,EFO_0004016
PMC4686661,"females",1,,EFO_0001265
PMC4686661,"axis",1,,EFO_0001040
PMC4686661,"procedure",1,,EFO_0002571
PMC4686661,"dissection",1,,EFO_0003856
PMC4686661,"inch",1,,EFO_0004387
PMC4707358,"survival",12,,EFO_0000714
PMC4707358,"differentiated",10,,EFO_0002954
PMC4707358,"exposure",6,,EFO_0000487
PMC4707358,"temperature",4,,EFO_0001702
PMC4707358,"injury",4,,EFO_0000546
PMC4707358,"software",3,,EFO_0002029
PMC4707358,"diet",3,,EFO_0002755
PMC4707358,"genome",2,,EFO_0004420
PMC4707358,"seed",2,,EFO_0000991
PMC4707358,"hand",2,,EFO_0000877
PMC4707358,"disease",2,,EFO_0000408
PMC4707358,"longevity",1,,EFO_0004300
PMC4707358,"Parkinson's",1,,EFO_0002508
PMC4707358,"saline",1,,EFO_0002677
PMC4707358,"acids",1,,EFO_0004416
PMC4707358,"measurement",1,,EFO_0001444
PMC4707358,"whole organism",1,,EFO_0002906
PMC4707358,"Gene name",1,,EFO_0002605
PMC4708660,"temperatures",19,,EFO_0001702
PMC4708660,"fruit",9,,EFO_0001028
PMC4708660,"atmosphere",7,,EFO_0000273
PMC4708660,"procedures",4,,EFO_0002571
PMC4708660,"cultivars",3,,EFO_0005136
PMC4708660,"seeds",3,,EFO_0000991
PMC4708660,"weight",3,,EFO_0004338
PMC4708660,"software",3,,EFO_0002029
PMC4708660,"fast",2,,EFO_0002756
PMC4708660,"hand",2,,EFO_0000877
PMC4708660,"duration",2,,EFO_0000433
PMC4708660,"Ocimene",2,,EFO_0003191
PMC4708660,"array",1,,EFO_0002698
PMC4708660,"Cold",1,,EFO_0000341
PMC4708660,"acids",1,,EFO_0004416
PMC4708660,"flower",1,,EFO_0001024
PMC4708660,"measurements",1,,EFO_0001444
PMC4708660,"substrate",1,,EFO_0005061
PMC4724840,"strain",6,,EFO_0005135
PMC4724840,"seeds",4,,EFO_0000991
PMC4724840,"male",3,,EFO_0001266
PMC4724840,"temperatures",2,,EFO_0001702
PMC4724840,"uninfected",2,,EFO_0001460
PMC4724840,"fetus",1,,EFO_0001323
PMC4724840,"diseases",1,,EFO_0000408
PMC4724840,"Saline",1,,EFO_0002677
PMC4724840,"survival",1,,EFO_0000714
PMC4724840,"pathogen",1,,EFO_0000643
PMC4724840,"hand",1,,EFO_0000877
PMC4724840,"mortality",1,,EFO_0004352
PMC4724840,"dose",1,,EFO_0000428
PMC4730278,"mg/kg",28,,EFO_0002902
PMC4730278,"tumors",14,,EFO_0000616
PMC4730278,"doses",12,,EFO_0000428
PMC4730278,"weights",7,,EFO_0004338
PMC4730278,"muscles",2,,EFO_0001949
PMC4730278,"temperature",2,,EFO_0001702
PMC4730278,"mortality",1,,EFO_0004352
PMC4730278,"adults",1,,EFO_0001272
PMC4730278,"cancer",1,,EFO_0000311
PMC4730278,"leukocyte counts",1,,EFO_0004308
PMC4730278,"females",1,,EFO_0001265
PMC4730278,"acid",1,,EFO_0004416
PMC4730278,"procedures",1,,EFO_0002571
PMC4730278,"Software",1,,EFO_0002029
PMC4749828,"acid",16,,EFO_0004416
PMC4749828,"Cage",14,,EFO_0004181
PMC4749828,"pathogens",4,,EFO_0000643
PMC4749828,"metabolite",1,,EFO_0004727
PMC4749828,"hand",1,,EFO_0000877
PMC4749828,"survival",1,,EFO_0000714
PMC4749828,"procedure",1,,EFO_0002571
PMC4749828,"dose",1,,EFO_0000428
PMC4766438,"sensillum",14,,EFO_0000939
PMC4766438,"hands",7,,EFO_0000877
PMC4766438,"measurements",5,,EFO_0001444
PMC4766438,"bulb",2,,EFO_0001048
PMC4766438,"procedure",2,,EFO_0002571
PMC4766438,"nose",1,,EFO_0000828
PMC4766438,"adult",1,,EFO_0001272
PMC4766438,"dose",1,,EFO_0000428
PMC4766438,"acid",1,,EFO_0004416
PMC4766438,"female",1,,EFO_0001265
PMC4766438,"genotypes",1,,EFO_0000513
PMC4766438,"chip",1,,EFO_0004176
PMC4766438,"lateral",1,,EFO_0001657
PMC4783362,"seeds",179,,EFO_0000991
PMC4783362,"Longevity",23,,EFO_0004300
PMC4783362,"substrates",12,,EFO_0005061
PMC4783362,"temperature",8,,EFO_0001702
PMC4783362,"acids",5,,EFO_0004416
PMC4783362,"cohort",5,,EFO_0004445
PMC4783362,"replicate",4,,EFO_0000683
PMC4783362,"sampling times",3,,EFO_0000689
PMC4783362,"duration",3,,EFO_0000433
PMC4783362,"weight",2,,EFO_0004338
PMC4783362,"measurement",2,,EFO_0001444
PMC4783362,"software",1,,EFO_0002029
PMC4783362,"dose",1,,EFO_0000428
PMC4783362,"array",1,,EFO_0002698
PMC4783362,"atmosphere",1,,EFO_0000273
PMC4786606,"strains",6,,EFO_0005135
PMC4786606,"precursor",6,,EFO_0001651
PMC4786606,"pool",3,,EFO_0000663
PMC4786606,"substrate",3,,EFO_0005061
PMC4786606,"Ramos",2,,EFO_0002077
PMC4786606,"fruit",2,,EFO_0001028
PMC4786606,"deletion",1,,EFO_0004014
PMC4786606,"cold",1,,EFO_0000341
PMC4786606,"exposure",1,,EFO_0000487
PMC4786606,"pump",1,,EFO_0000836
PMC4786606,"bark",1,,EFO_0001041
PMC4786606,"pathogen",1,,EFO_0000643
PMC4786606,"acid",1,,EFO_0004416
PMC4786606,"atmosphere",1,,EFO_0000273
PMC4786606,"disease",1,,EFO_0000408
PMC4786606,"backbone",1,,EFO_0001369
PMC4786955,"substrates",32,,EFO_0005061
PMC4786955,"Exposure",3,,EFO_0000487
PMC4786955,"procedures",2,,EFO_0002571
PMC4786955,"temperature",2,,EFO_0001702
PMC4786955,"data file",1,,EFO_0004095
PMC4786955,"measurements",1,,EFO_0001444
PMC4786955,"software",1,,EFO_0002029
PMC4786955,"cold",1,,EFO_0000341
PMC4799292,"acids",18,,EFO_0004416
PMC4799292,"pathogens",10,,EFO_0000643
PMC4799292,"Shoots",6,,EFO_0000992
PMC4799292,"wood",5,,EFO_0001042
PMC4799292,"metabolite",5,,EFO_0004727
PMC4799292,"temperature",4,,EFO_0001702
PMC4799292,"bark",4,,EFO_0001041
PMC4799292,"leaf",3,,EFO_0000993
PMC4799292,"Japanese",2,,EFO_0003164
PMC4799292,"height",2,,EFO_0004339
PMC4799292,"seeds",2,,EFO_0000991
PMC4799292,"hand",2,,EFO_0000877
PMC4799292,"A549",2,,EFO_0001086
PMC4799292,"disease",2,,EFO_0000408
PMC4799292,"skin",2,,EFO_0000962
PMC4799292,"injury",2,,EFO_0000546
PMC4799292,"longevity",1,,EFO_0004300
PMC4799292,"fast",1,,EFO_0002756
PMC4799292,"male",1,,EFO_0001266
PMC4799292,"female",1,,EFO_0001265
PMC4799292,"root",1,,EFO_0000989
PMC4799292,"stems",1,,EFO_0001040
PMC4799292,"precursors",1,,EFO_0001651
PMC4799292,"European",1,,EFO_0003156
PMC4799292,"Asian",1,,EFO_0003152
PMC4799292,"strains",1,,EFO_0005135
PMC4799292,"adults",1,,EFO_0001272
PMC4799292,"Chinese",1,,EFO_0003157
PMC4819710,"strain",13,,EFO_0005135
PMC4819710,"Dose",10,,EFO_0000428
PMC4819710,"stem",4,,EFO_0001040
PMC4819710,"bulb",3,,EFO_0001048
PMC4819710,"saline",3,,EFO_0002677
PMC4819710,"software",3,,EFO_0002029
PMC4819710,"acid",3,,EFO_0004416
PMC4819710,"mg/kg",2,,EFO_0002902
PMC4819710,"cold",2,,EFO_0000341
PMC4819710,"temperature",2,,EFO_0001702
PMC4819710,"lateral",2,,EFO_0001657
PMC4819710,"exposure",2,,EFO_0000487
PMC4819710,"genome",1,,EFO_0004420
PMC4819710,"recombination",1,,EFO_0004293
PMC4819710,"male",1,,EFO_0001266
PMC4819710,"females",1,,EFO_0001265
PMC4819710,"procedures",1,,EFO_0002571
PMC4819710,"European",1,,EFO_0003156
PMC4819710,"cages",1,,EFO_0004181
PMC4819710,"nose",1,,EFO_0000828
PMC4819710,"bone",1,,EFO_0000298
PMC4819710,"ventral",1,,EFO_0001662
PMC4819710,"postnatal",1,,EFO_0002948
PMC4819710,"segment",1,,EFO_0000961
PMC4819710,"dorsal",1,,EFO_0001656
PMC4822282,"metabolite",61,,EFO_0004727
PMC4822282,"flowers",37,,EFO_0001024
PMC4822282,"acid",27,,EFO_0004416
PMC4822282,"leaf",8,,EFO_0000993
PMC4822282,"substrate",7,,EFO_0005061
PMC4822282,"precursors",4,,EFO_0001651
PMC4822282,"roots",2,,EFO_0000989
PMC4822282,"pathogens",2,,EFO_0000643
PMC4822282,"temperature",2,,EFO_0001702
PMC4822282,"diseases",1,,EFO_0000408
PMC4822282,"genotype",1,,EFO_0000513
PMC4822282,"phenotype",1,,EFO_0000651
PMC4822282,"shoot",1,,EFO_0000992
PMC4822282,"nectar",1,,EFO_0001046
PMC4822282,"experimental design",1,,EFO_0001426
PMC4822282,"replicates",1,,EFO_0000683
PMC4822282,"ball",1,,EFO_0000094
PMC4822282,"pumps",1,,EFO_0000836
PMC4822282,"random",1,,EFO_0004189
PMC4822282,"software",1,,EFO_0002029
