article,go_term,count,dbName,dbId
PMC4412152,"behavior",2,,0007610
PMC4412152,"cell death",1,,0008219
PMC4412152,"receptor activity",1,,0004872
PMC4413252,"cells",426,,0005623
PMC4413252,"hypersensitivity",9,,0002524
PMC4413252,"Cell Cycle Arrest",8,,0007050
PMC4413252,"cell cycle",4,,0007049
PMC4413252,"angiogenesis",4,,0001525
PMC4413252,"binding",3,,0005488
PMC4413252,"signaling",3,,0023052
PMC4413252,"deaths",2,,0016265
PMC4413252,"synthesis",2,,0009058
PMC4413252,"cell death",2,,0008219
PMC4413252,"mitochondrial membrane",2,,0031966
PMC4413252,"G1 phase",2,,0051318
PMC4413252,"mitochondria",2,,0005739
PMC4413252,"membrane",2,,0016020
PMC4413252,"transport",2,,0006810
PMC4413252,"aging",1,,0007568
PMC4413252,"growth",1,,0040007
PMC4413252,"cell membrane",1,,0005886
PMC4413252,"efflux pump",1,,1990281
PMC4413252,"cell-surface",1,,0009986
PMC4413252,"intracellular",1,,0005622
PMC4413252,"protein-tyrosine kinase activity",1,,0004713
PMC4413252,"phosphotyrosine-binding",1,,0001784
PMC4413252,"signal transduction",1,,0007165
PMC4413252,"cell proliferation",1,,0008283
PMC4413252,"cell growth",1,,0016049
PMC4413252,"outer mitochondrial membrane",1,,0005741
PMC4413252,"protein complex",1,,0043234
PMC4413252,"apoptosome",1,,0043293
PMC4413252,"cytosol",1,,0005829
PMC4413252,"organelles",1,,0043226
PMC4413252,"translation",1,,0006412
PMC4413252,"nucleosome",1,,0000786
PMC4413252,"mitosis",1,,0007067
PMC4413252,"Downregulation of glycolysis",1,,0045820
PMC4413252,"nuclear transport",1,,0051169
PMC4413252,"nuclear export",1,,0051168
PMC4413252,"menstruation",1,,0042703
PMC4413252,"sleep",1,,0030431
PMC4415343,"gastric emptying",15,,0035483
PMC4415343,"swimming",14,,0036268
PMC4415343,"behaviour",11,,0007610
PMC4415343,"locomotion",10,,0040011
PMC4415343,"defecation",9,,0030421
PMC4415343,"cell",5,,0005623
PMC4415343,"motor activity",4,,0003774
PMC4415343,"growth",3,,0040007
PMC4415343,"disc",2,,0031264
PMC4415343,"excretion",2,,0007588
PMC4415343,"wound healing",1,,0042060
PMC4415343,"death",1,,0016265
PMC4415343,"vision",1,,0007601
PMC4415343,"reflex",1,,0060004
PMC4415343,"Urination",1,,0060073
PMC4415343,"breakdown",1,,0009056
PMC4415343,"leukocyte migration",1,,0050900
PMC4415343,"cell adhesion",1,,0007155
PMC4415343,"antibody-dependent cellular cytotoxicity",1,,0001788
PMC4415343,"oviposition",1,,0018991
PMC4415343,"uptake",1,,0098657
PMC4415343,"keratinocytes proliferation",1,,0043616
PMC4415343,"antioxidant activity",1,,0016209
PMC4415343,"nociception",1,,0019233
PMC4415343,"sensitization",1,,0046960
PMC4415343,"synthesis",1,,0009058
PMC4415343,"binding",1,,0005488
PMC4415343,"learning",1,,0007612
PMC4415343,"memory",1,,0007613
PMC4415343,"metabolism",1,,0008152
PMC4415343,"membrane",1,,0016020
PMC4415343,"sleep",1,,0030431
PMC4424236,"cell",25,,0005623
PMC4424236,"growth",10,,0040007
PMC4424236,"antioxidant activity",9,,0016209
PMC4424236,"cell proliferation",3,,0008283
PMC4424236,"signaling",2,,0023052
PMC4424236,"signal transduction",1,,0007165
PMC4424236,"regulation of gene expression",1,,0010468
PMC4424236,"binding",1,,0005488
PMC4424236,"cell death",1,,0008219
PMC4427012,"growth",8,,0040007
PMC4446488,"Germplasm",4,,0060293
PMC4446488,"formation",2,,0009058
PMC4446488,"secondary metabolism",1,,0019748
PMC4446488,"fertilization",1,,0009566
PMC4448976,"action potentials",12,,0001508
PMC4448976,"muscle contractions",1,,0006936
PMC4448976,"memory",1,,0007613
PMC4448976,"cells",1,,0005623
PMC4448976,"intracellular",1,,0005622
PMC4448976,"neuronal cell body",1,,0043025
PMC4448976,"cell membrane",1,,0005886
PMC4464069,"behavior",1,,0007610
PMC4464069,"memory",1,,0007613
PMC4464069,"translation",1,,0006412
PMC4464069,"synthesis",1,,0009058
PMC4464069,"habituation",1,,0046959
PMC4464069,"aging",1,,0007568
PMC4468856,"growth",26,,0040007
PMC4468856,"cells",7,,0005623
PMC4468856,"cell wall",3,,0005618
PMC4468856,"transport",2,,0006810
PMC4468856,"degradation",2,,0009056
PMC4468856,"membrane",2,,0016020
PMC4468856,"cell growth",2,,0016049
PMC4468856,"fermentation",1,,0006113
PMC4468856,"malolactic fermentation",1,,0043464
PMC4468856,"uptake",1,,0098657
PMC4468856,"formation",1,,0009058
PMC4468856,"death",1,,0016265
PMC4482474,"capsules",20,,0042603
PMC4482474,"digestion",1,,0007586
PMC4482474,"peristalsis",1,,0030432
PMC4486248,"sensitization",1,,0046960
PMC4489822,"growth",19,,0040007
PMC4489822,"plasma membrane",9,,0005886
PMC4489822,"mitochondria",8,,0005739
PMC4489822,"acidification",7,,0045851
PMC4489822,"cells",7,,0005623
PMC4489822,"disc",4,,0031264
PMC4489822,"membrane",3,,0016020
PMC4489822,"succinate dehydrogenase activities",2,,0000104
PMC4489822,"synthesis",2,,0009058
PMC4489822,"extracellular",2,,0005576
PMC4489822,"ergosterol synthesis",1,,0006696
PMC4489822,"cell wall",1,,0005618
PMC4489822,"death",1,,0016265
PMC4489822,"cellular metabolism",1,,0044237
PMC4489822,"cell growth",1,,0016049
PMC4489822,"oxidative phosphorylation",1,,0006119
PMC4489822,"transport",1,,0006810
PMC4489822,"respiratory chain",1,,0070469
PMC4489822,"cell death",1,,0008219
PMC4489822,"metabolism",1,,0008152
PMC4499417,"cell",40,,0005623
PMC4499417,"membrane",25,,0016020
PMC4499417,"cytoplasmic membrane",18,,0005886
PMC4499417,"cell surface",8,,0009986
PMC4499417,"cell wall",8,,0005618
PMC4499417,"Growth",6,,0040007
PMC4499417,"Uptake",6,,0098657
PMC4499417,"intracellular",5,,0005622
PMC4499417,"behavior",5,,0007610
PMC4499417,"death",3,,0016265
PMC4499417,"outer membrane",2,,0019867
PMC4499417,"envelope",2,,0031975
PMC4499417,"nucleic acid-binding",1,,0003676
PMC4499417,"Nucleopore",1,,0005643
PMC4499417,"pore",1,,0046930
PMC4499417,"cell envelope",1,,0030313
PMC4499417,"ion transport",1,,0006811
PMC4499417,"cellular homeostasis",1,,0019725
PMC4499417,"extracellular",1,,0005576
PMC4499417,"cell death",1,,0008219
PMC4499417,"binding",1,,0005488
PMC4503548,"cells",24,,0005623
PMC4503548,"antioxidant activity",9,,0016209
PMC4503548,"growth",6,,0040007
PMC4503548,"cell proliferation",1,,0008283
PMC4517501,"cells",13,,0005623
PMC4517501,"behavior",5,,0007610
PMC4517501,"growth",3,,0040007
PMC4517501,"endothelial cell proliferation",2,,0001935
PMC4517501,"system development",1,,0048731
PMC4517501,"degradation",1,,0009056
PMC4517501,"membrane",1,,0016020
PMC4517501,"sieve plates",1,,0097218
PMC4517501,"interphase",1,,0051325
PMC4517501,"secretion",1,,0046903
PMC4519343,"binding",102,,0005488
PMC4519343,"membrane",7,,0016020
PMC4519343,"odorant binding",4,,0005549
PMC4519343,"sense of smell",2,,0007608
PMC4519343,"extracellular",2,,0005576
PMC4519343,"cells",2,,0005623
PMC4519343,"receptor binding",2,,0005102
PMC4519343,"axons",1,,0030424
PMC4519343,"at binding",1,,0003680
PMC4519343,"hosts",1,,0018995
PMC4525464,"cell",12,,0005623
PMC4525464,"Antioxidant Activity",11,,0016209
PMC4525464,"growth",4,,0040007
PMC4525464,"membrane",2,,0016020
PMC4525464,"sleep",1,,0030431
PMC4525464,"blood circulation",1,,0008015
PMC4525464,"conjugation",1,,0000746
PMC4525464,"cell membranes",1,,0005886
PMC4525464,"intracellular",1,,0005622
PMC4541688,"action potentials",4,,0001508
PMC4541688,"extracellular",3,,0005576
PMC4541688,"secondary metabolism",1,,0019748
PMC4541688,"axons",1,,0030424
PMC4541688,"behavior",1,,0007610
PMC4548039,"disc",7,,0031264
PMC4548039,"cell wall",5,,0005618
PMC4548039,"growth",5,,0040007
PMC4548039,"cytoplasm",1,,0005737
PMC4548039,"fermentation",1,,0006113
PMC4553199,"growth",8,,0040007
PMC4553199,"membrane",2,,0016020
PMC4553199,"chewing",1,,0071626
PMC4553199,"disc",1,,0031264
PMC4553199,"outer membrane",1,,0019867
PMC4558530,"growth",14,,0040007
PMC4558530,"gene expression",10,,0010467
PMC4558530,"Spore Germination",10,,0009847
PMC4558530,"Antioxidant Activity",6,,0016209
PMC4558530,"Synthesis",5,,0009058
PMC4558530,"cells",3,,0005623
PMC4558530,"cell membrane",2,,0005886
PMC4558530,"membrane",2,,0016020
PMC4558530,"Neto",1,,0051519
PMC4558530,"conjugation",1,,0000746
PMC4558530,"mycotoxin biosynthesis",1,,0043386
PMC4558530,"mitochondria",1,,0005739
PMC4558530,"apoptotic cell death",1,,0006915
PMC4558530,"cell wall",1,,0005618
PMC4558530,"cytoplasm",1,,0005737
PMC4558530,"vesicles",1,,0031982
PMC4558530,"metabolism",1,,0008152
PMC4558530,"chromosomes",1,,0005694
PMC4558530,"ergosterol biosynthesis",1,,0006696
PMC4558530,"antibodies",1,,0042571
PMC4566093,"cell",16,,0005623
PMC4566093,"habituation",5,,0046959
PMC4566093,"dishabituation",5,,0097270
PMC4566093,"binding",2,,0005488
PMC4566093,"behaviours",2,,0007610
PMC4566093,"learning",2,,0007612
PMC4566093,"signaling",1,,0023052
PMC4566093,"memory",1,,0007613
PMC4566093,"cell activation",1,,0001775
PMC4566093,"intracellular",1,,0005622
PMC4566093,"reverse transcription",1,,0001171
PMC4566093,"antibody",1,,0042571
PMC4567485,"learning",10,,0007612
PMC4567485,"behaviour",8,,0007610
PMC4567485,"classical conditioning",7,,0008306
PMC4567485,"synapse",2,,0045202
PMC4567485,"extracellular",1,,0005576
PMC4567485,"cell",1,,0005623
PMC4567485,"cell bodies",1,,0044297
PMC4567485,"axons",1,,0030424
PMC4567485,"antibodies",1,,0042571
PMC4567485,"action potentials",1,,0001508
PMC4579641,"cells",8,,0005623
PMC4579641,"cell wall",5,,0005618
PMC4579641,"growth",4,,0040007
PMC4579641,"membrane",4,,0016020
PMC4579641,"synthesis",3,,0009058
PMC4579641,"cell adhesion",1,,0007155
PMC4579641,"outer membrane",1,,0019867
PMC4579641,"envelope",1,,0031975
PMC4579641,"death",1,,0016265
PMC4583814,"cell",22,,0005623
PMC4583814,"phosphorylation",14,,0016310
PMC4583814,"antibody",7,,0042571
PMC4583814,"binding",7,,0005488
PMC4583814,"signaling",6,,0023052
PMC4583814,"mucus",3,,0070701
PMC4583814,"ribosome",2,,0005840
PMC4583814,"gene expression",2,,0010467
PMC4583814,"ribosomal subunit",1,,0044391
PMC4583814,"odorant binding",1,,0005549
PMC4583814,"learning",1,,0007612
PMC4583814,"behaviors",1,,0007610
PMC4583814,"hood",1,,1990343
PMC4583814,"synthesis",1,,0009058
PMC4585887,"protein binding",1,,0005515
PMC4588114,"Olfaction",41,,0007608
PMC4588114,"eating behavior",16,,0042755
PMC4588114,"behavior",3,,0007610
PMC4588114,"memory",1,,0007613
PMC4588114,"taste",1,,0050909
PMC4588114,"learning",1,,0007612
PMC4588114,"cell",1,,0005623
PMC4588114,"metabolism",1,,0008152
PMC4628703,"Cell",128,,0005623
PMC4628703,"cell cycle",9,,0007049
PMC4628703,"Cell Death",7,,0008219
PMC4628703,"antibodies",6,,0042571
PMC4628703,"binding",5,,0005488
PMC4628703,"Growth",4,,0040007
PMC4628703,"deaths",4,,0016265
PMC4628703,"cell cycle regulation",4,,0051726
PMC4628703,"synthesis",4,,0009058
PMC4628703,"cell cycle arrest",3,,0007050
PMC4628703,"membranes",3,,0016020
PMC4628703,"G1 phase",3,,0051318
PMC4628703,"posttranslational modifications",2,,0043687
PMC4628703,"chromatin remodeling",2,,0006338
PMC4628703,"cell growth",2,,0016049
PMC4628703,"intracellular",2,,0005622
PMC4628703,"epithelial-mesenchymal transition",1,,0001837
PMC4628703,"signal transduction",1,,0007165
PMC4628703,"apoptotic cell death",1,,0006915
PMC4628703,"antioxidant activity",1,,0016209
PMC4628703,"gene expression",1,,0010467
PMC4628703,"pathogenesis",1,,0009405
PMC4628703,"sister chromatid cohesion",1,,0007062
PMC4628703,"cell cycle control",1,,1901987
PMC4628703,"phosphorylation",1,,0016310
PMC4628703,"Signaling",1,,0023052
PMC4628703,"Cell Proliferation",1,,0008283
PMC4628703,"cell adhesion",1,,0007155
PMC4628703,"host",1,,0018995
PMC4628703,"plasma membrane",1,,0005886
PMC4628703,"enucleation",1,,0090601
PMC4628703,"apoptotic bodies",1,,0097189
PMC4628703,"dedifferentiation",1,,0043696
PMC4628703,"base excision repair",1,,0006284
PMC4628703,"metabolism",1,,0008152
PMC4640387,"antioxidant activity",13,,0016209
PMC4640387,"growth",13,,0040007
PMC4640387,"cell membrane",3,,0005886
PMC4640387,"piloerection",2,,0097195
PMC4640387,"death",2,,0016265
PMC4640387,"disc",1,,0031264
PMC4640387,"motor activity",1,,0003774
PMC4640387,"urination",1,,0060073
PMC4640387,"metabolism",1,,0008152
PMC4640387,"biosynthesis",1,,0009058
PMC4640387,"membrane",1,,0016020
PMC4640387,"behavior",1,,0007610
PMC4641935,"cells",6,,0005623
PMC4641935,"memory",3,,0007613
PMC4641935,"cognition",3,,0050890
PMC4641935,"cell death",2,,0008219
PMC4641935,"behaviors",2,,0007610
PMC4641935,"capsules",2,,0042603
PMC4641935,"cytoplasm",1,,0005737
PMC4641935,"endoplasmic reticulum",1,,0005783
PMC4641935,"mitochondria",1,,0005739
PMC4641935,"nuclear membrane",1,,0031965
PMC4641935,"mitochondrial membrane",1,,0031966
PMC4641935,"synaptic vesicle recycling",1,,0036465
PMC4641935,"antioxidant activities",1,,0016209
PMC4641935,"turning behavior",1,,0035178
PMC4641935,"synthesis",1,,0009058
PMC4641935,"learning",1,,0007612
PMC4641935,"death",1,,0016265
PMC4656844,"behavior",23,,0007610
PMC4656844,"sense of smell",3,,0007608
PMC4656844,"learning",1,,0007612
PMC4656844,"aging",1,,0007568
PMC4664613,"olfaction",9,,0007608
PMC4664613,"eating behavior",4,,0042755
PMC4664613,"behavior",4,,0007610
PMC4664613,"taste",2,,0050909
PMC4664613,"learning",1,,0007612
PMC4664613,"parental behavior",1,,0060746
PMC4670656,"sleep",3,,0030431
PMC4670656,"formation",3,,0009058
PMC4670656,"Disc",2,,0031264
PMC4670656,"growth",2,,0040007
PMC4670656,"membranes",1,,0016020
PMC4670656,"conjugation",1,,0000746
PMC4670656,"cell",1,,0005623
PMC4672195,"cell",62,,0005623
PMC4672195,"Membrane",38,,0016020
PMC4672195,"extracellular",11,,0005576
PMC4672195,"intracellular",10,,0005622
PMC4672195,"cell membranes",10,,0005886
PMC4672195,"Uptake",10,,0098657
PMC4672195,"growth",7,,0040007
PMC4672195,"Cell Wall",4,,0005618
PMC4672195,"pores",4,,0046930
PMC4672195,"Metabolism",3,,0008152
PMC4672195,"Quorum sensing",3,,0009372
PMC4672195,"cell death",3,,0008219
PMC4672195,"pore formation",3,,0046931
PMC4672195,"signaling",3,,0023052
PMC4672195,"immune response",2,,0006955
PMC4672195,"fermentation",2,,0006113
PMC4672195,"outer membrane",2,,0019867
PMC4672195,"host",2,,0018995
PMC4672195,"reproduction",1,,0000003
PMC4672195,"gene expression",1,,0010467
PMC4672195,"antigen presentation",1,,0019882
PMC4672195,"humoral immune response",1,,0006959
PMC4672195,"periplasm",1,,0042597
PMC4672195,"extracellular space",1,,0005615
PMC4672195,"mesosome",1,,0046868
PMC4672195,"vesicles",1,,0031982
PMC4672195,"vacuoles",1,,0005773
PMC4672195,"synthesis",1,,0009058
PMC4672195,"envelope",1,,0031975
PMC4672195,"enzyme activity",1,,0003824
PMC4672195,"oxidation reduction",1,,0055114
PMC4672195,"cell communication",1,,0007154
PMC4673553,"taste",10,,0050909
PMC4673553,"olfaction",9,,0007608
PMC4673553,"memory",4,,0007613
PMC4673553,"proprioception",2,,0019230
PMC4673553,"vision",1,,0007601
PMC4673882,"cells",70,,0005623
PMC4673882,"learning",17,,0007612
PMC4673882,"behaviour",10,,0007610
PMC4673882,"antibody",10,,0042571
PMC4673882,"synapses",7,,0045202
PMC4673882,"gemmules",6,,0097463
PMC4673882,"localization",6,,0051179
PMC4673882,"dendrite",5,,0030425
PMC4673882,"membrane",4,,0016020
PMC4673882,"operant-conditioning",3,,0035106
PMC4673882,"dendritic shaft",3,,0043198
PMC4673882,"cell body",2,,0044297
PMC4673882,"vesicle",2,,0031982
PMC4673882,"habituation",2,,0046959
PMC4673882,"intracellular",2,,0005622
PMC4673882,"axon",2,,0030424
PMC4673882,"sensory processing",1,,0050893
PMC4673882,"lateral inhibition",1,,0046331
PMC4673882,"dendritic tree",1,,0097447
PMC4673882,"proximal dendrite",1,,1990635
PMC4673882,"action potential",1,,0001508
PMC4673882,"plasma membrane",1,,0005886
PMC4673882,"cellular localization",1,,0051641
PMC4684335,"olfaction",5,,0007608
PMC4684335,"Hood",1,,1990343
PMC4684335,"transport",1,,0006810
PMC4686661,"synapses",39,,0045202
PMC4686661,"cells",17,,0005623
PMC4686661,"antibodies",6,,0042571
PMC4686661,"behaviour",4,,0007610
PMC4686661,"eclosion",4,,0007562
PMC4686661,"boutons",3,,0043195
PMC4686661,"vesicle fusion",2,,0006906
PMC4686661,"dendrites",2,,0030425
PMC4686661,"hood",2,,1990343
PMC4686661,"extracellular",1,,0005576
PMC4686661,"membranes",1,,0016020
PMC4686661,"formation",1,,0009058
PMC4686661,"synaptic vesicle membrane",1,,0030672
PMC4686661,"localization",1,,0051179
PMC4686661,"synaptic cleft",1,,0043083
PMC4686661,"action potential",1,,0001508
PMC4686661,"binding",1,,0005488
PMC4686661,"axons",1,,0030424
PMC4686661,"synaptogenesis",1,,0007416
PMC4686661,"gene expression",1,,0010467
PMC4686661,"chromosome",1,,0005694
PMC4707358,"Cells",98,,0005623
PMC4707358,"Signaling",10,,0023052
PMC4707358,"gene expression",9,,0010467
PMC4707358,"cell death",7,,0008219
PMC4707358,"intracellular",4,,0005622
PMC4707358,"signal transduction",3,,0007165
PMC4707358,"death",3,,0016265
PMC4707358,"aging",2,,0007568
PMC4707358,"Synthesis",2,,0009058
PMC4707358,"cytoplasm",1,,0005737
PMC4707358,"mitochondrial intermembrane spaces",1,,0005758
PMC4707358,"lysosomes",1,,0005764
PMC4707358,"mitochondria",1,,0005739
PMC4707358,"peroxisome",1,,0005777
PMC4707358,"cytosol",1,,0005829
PMC4707358,"nucleus",1,,0005634
PMC4707358,"degradation",1,,0009056
PMC4707358,"reverse transcription",1,,0001171
PMC4707358,"cell growth",1,,0016049
PMC4707358,"mitochondrial membrane",1,,0031966
PMC4707358,"cell cycle",1,,0007049
PMC4707358,"cell-cycle arrest",1,,0007050
PMC4708660,"antioxidant activity",7,,0016209
PMC4708660,"degradation",1,,0009056
PMC4708660,"cells",1,,0005623
PMC4724840,"death",15,,0016265
PMC4724840,"cell membrane",3,,0005886
PMC4724840,"lands",1,,0016606
PMC4724840,"cell",1,,0005623
PMC4724840,"intracellular",1,,0005622
PMC4730278,"cells",28,,0005623
PMC4730278,"growth",9,,0040007
PMC4730278,"formation",1,,0009058
PMC4730278,"detoxification",1,,0098754
PMC4730278,"excretion",1,,0007588
PMC4730278,"mitosis",1,,0007067
PMC4749828,"synthesis",26,,0009058
PMC4749828,"fatty acid biosynthesis",9,,0006633
PMC4749828,"binding",4,,0005488
PMC4749828,"polyketide synthesis",3,,0030639
PMC4749828,"protein synthesis",2,,0006412
PMC4749828,"cell membranes",1,,0005886
PMC4749828,"growth",1,,0040007
PMC4749828,"fermentation",1,,0006113
PMC4749828,"conjugation",1,,0000746
PMC4749828,"Demethylation",1,,0070988
PMC4749828,"cell wall",1,,0005618
PMC4749828,"cellular lipid biosynthesis",1,,0097384
PMC4749828,"cell",1,,0005623
PMC4766438,"axons",6,,0030424
PMC4766438,"cell",5,,0005623
PMC4766438,"action potentials",2,,0001508
PMC4766438,"protein complex",1,,0043234
PMC4766438,"gustatory receptor",1,,0008527
PMC4766438,"innervation",1,,0060384
PMC4766438,"extracellular",1,,0005576
PMC4766438,"olfaction",1,,0007608
PMC4766438,"mating",1,,0007618
PMC4783362,"fermentation",15,,0006113
PMC4783362,"aging",13,,0007568
PMC4783362,"cells",8,,0005623
PMC4783362,"degradation",4,,0009056
PMC4783362,"Metabolism",2,,0008152
PMC4783362,"seed germination",2,,0009845
PMC4783362,"lipid bodies",2,,0005811
PMC4783362,"growth",1,,0040007
PMC4783362,"lipid oxidation",1,,0034440
PMC4783362,"behavior",1,,0007610
PMC4786606,"biosynthesis",14,,0009058
PMC4786606,"cells",10,,0005623
PMC4786606,"efflux pump",7,,1990281
PMC4786606,"limonene synthesis",6,,0046250
PMC4786606,"growth",4,,0040007
PMC4786606,"plastids",4,,0009536
PMC4786606,"hosts",4,,0018995
PMC4786606,"membrane",3,,0016020
PMC4786606,"fermentation",3,,0006113
PMC4786606,"cell wall",2,,0005618
PMC4786606,"cell membrane",2,,0005886
PMC4786606,"leucoplasts",2,,0009516
PMC4786606,"monoterpene biosynthesis",1,,0043693
PMC4786606,"localization",1,,0051179
PMC4786606,"oxidative phosphorylation",1,,0006119
PMC4786606,"geranyl diphosphate synthase",1,,0004161
PMC4786606,"protein farnesylation",1,,0018343
PMC4786606,"ubiquinone biosynthesis",1,,0006744
PMC4786606,"acetate formation",1,,0019413
PMC4786606,"energy homeostasis",1,,0097009
PMC4786606,"intracellular",1,,0005622
PMC4786606,"transport",1,,0006810
PMC4786606,"catabolism",1,,0009056
PMC4786606,"extracellular",1,,0005576
PMC4786606,"chewing",1,,0071626
PMC4786606,"organelles",1,,0043226
PMC4786606,"chloroplasts",1,,0009507
PMC4786606,"glycosylation",1,,0070085
PMC4786606,"cytosol",1,,0005829
PMC4786606,"endoplasmic reticulum",1,,0005783
PMC4786955,"regeneration",11,,0031099
PMC4786955,"synthesis",4,,0009058
PMC4786955,"redox activity",1,,0016491
PMC4786955,"light absorption",1,,0016037
PMC4786955,"enzyme activity",1,,0003824
PMC4786955,"degradation",1,,0009056
PMC4786955,"behaviour",1,,0007610
PMC4799292,"growth",6,,0040007
PMC4799292,"Antioxidant activity",5,,0016209
PMC4799292,"glycosylation",2,,0070085
PMC4799292,"cell",2,,0005623
PMC4799292,"synthesis",2,,0009058
PMC4799292,"localization",1,,0051179
PMC4799292,"fertilization",1,,0009566
PMC4799292,"secondary metabolism",1,,0019748
PMC4799292,"Arachidonic acid metabolism",1,,0019369
PMC4799292,"spore germination",1,,0009847
PMC4799292,"viral life cycle",1,,0019058
PMC4799292,"virion",1,,0019012
PMC4819710,"cells",58,,0005623
PMC4819710,"action potentials",8,,0001508
PMC4819710,"antibodies",4,,0042571
PMC4819710,"dendritic knobs",4,,0098788
PMC4819710,"membrane",3,,0016020
PMC4819710,"binding",2,,0005488
PMC4819710,"axon",2,,0030424
PMC4819710,"signal transduction",1,,0007165
PMC4819710,"generation of action potentials",1,,0086010
PMC4819710,"synapses",1,,0045202
PMC4819710,"reverse transcription",1,,0001171
PMC4819710,"mucus layer",1,,0070701
PMC4819710,"transduction",1,,0009293
PMC4819710,"ribosome",1,,0005840
PMC4819710,"ageing",1,,0007568
PMC4819710,"response to amines",1,,0014075
PMC4822282,"metabolism",14,,0008152
PMC4822282,"synthesis",8,,0009058
PMC4822282,"host",5,,0018995
PMC4822282,"fermentation",5,,0006113
PMC4822282,"growth",3,,0040007
PMC4822282,"cell",3,,0005623
PMC4822282,"apoplasts",2,,0048046
PMC4822282,"Krebs cycle",2,,0006099
PMC4822282,"immune response",2,,0006955
PMC4822282,"cell-wall",1,,0005618
PMC4822282,"nitrogen fixation",1,,0009399
PMC4822282,"signaling",1,,0023052
PMC4822282,"parasitism",1,,0072519
PMC4822282,"symbiosis",1,,0044403
PMC4822282,"degradation",1,,0009056
PMC4822282,"Terpene biosynthesis",1,,0046246
PMC4822282,"response to antibiotic",1,,0046677
PMC4822282,"pyruvate-synthesis",1,,0042866
